  TEMPO #       VELOCID #                  POSICAO #              dv/dt #              dxdt
  130.2 #       250.3574465536447  #       113531.64185777394   # -9.469446672930712 # 250.3574465536447 
  130.3 #       249.41050188635162 #       113556.6776024293    # -9.469373542023405 # 249.41050188635162
  130.4 #       248.4635645321493  #       113581.61865261794   # -9.46930068856666  # 248.4635645321493 
  130.5 #       247.51663446329263 #       113606.46500907115   # -9.46922811254875  # 247.51663446329263
  130.6 #       246.56971165203777 #       113631.21667251748   # -9.469155813957997 # 246.56971165203777
  130.7 #       245.62279607064198 #       113655.87364368267   # -9.469083792782769 # 245.62279607064198
  130.8 #       244.6758876913637  #       113680.43592328974   # -9.469012049011466 # 244.6758876913637 
  130.9 #       243.72898648646256 #       113704.90351205888   # -9.468940582632548 # 243.72898648646256
  131.0 #       242.7820924281993  #       113729.27641070753   # -9.468869393634513 # 242.7820924281993 
  131.1 #       241.83520548883584 #       113753.55461995036   # -9.468798482005903 # 241.83520548883584
  131.2 #       240.88832564063526 #       113777.73814049925   # -9.468727847735309 # 240.88832564063526
  131.3 #       239.94145285586174 #       113801.82697306332   # -9.468657490811363 # 239.94145285586174
  131.4 #       238.9945871067806  #       113825.8211183489    # -9.468587411222739 # 238.9945871067806 
  131.5 #       238.04772836565834 #       113849.72057705958   # -9.468517608958168 # 238.04772836565834
  131.6 #       237.10087660476253 #       113873.52534989614   # -9.46844808400641  # 237.10087660476253
  131.7 #       236.1540317963619  #       113897.23543755662   # -9.468378836356285 # 236.1540317963619 
  131.8 #       235.20719391272627 #       113920.85084073625   # -9.468309865996641 # 235.20719391272627
  131.9 #       234.26036292612662 #       113944.37156012753   # -9.468241172916386 # 234.26036292612662
  132.0 #       233.31353880883498 #       113967.79759642015   # -9.468172757104467 # 233.31353880883498
  132.1 #       232.36672153312452 #       113991.12895030103   # -9.468104618549877 # 232.36672153312452
  132.2 #       231.41991107126952 #       114014.36562245435   # -9.468036757241645 # 231.41991107126952
  132.3 #       230.47310739554536 #       114037.50761356148   # -9.46796917316886  # 230.47310739554536
  132.4 #       229.52631047822848 #       114060.55492430103   # -9.467901866320643 # 229.52631047822848
  132.5 #       228.57952029159642 #       114083.50755534886   # -9.467834836686169 # 228.57952029159642
  132.6 #       227.6327368079278  #       114106.36550737801   # -9.467768084254649 # 227.6327368079278 
  132.7 #       226.68595999950236 #       114129.1287810588    # -9.467701609015348 # 226.68595999950236
  132.8 #       225.73918983860082 #       114151.79737705874   # -9.467635410957572 # 225.73918983860082
  132.9 #       224.79242629750507 #       114174.3712960426    # -9.46756949007066  # 224.79242629750507
  133.0 #       223.845669348498   #       114196.85053867236   # -9.46750384634402  # 223.845669348498  
  133.1 #       222.8989189638636  #       114219.23510560721   # -9.46743847976708  # 222.8989189638636 
  133.2 #       221.9521751158869  #       114241.5249975036    # -9.467373390329335 # 221.9521751158869 
  133.3 #       221.00543777685397 #       114263.72021501519   # -9.467308578020306 # 221.00543777685397
  133.4 #       220.05870691905193 #       114285.82075879288   # -9.467244042829568 # 220.05870691905193
  133.5 #       219.11198251476898 #       114307.82662948479   # -9.46717978474674  # 219.11198251476898
  133.6 #       218.1652645362943  #       114329.73782773626   # -9.467115803761487 # 218.1652645362943 
  133.7 #       217.21855295591814 #       114351.5543541899    # -9.467052099863512 # 217.21855295591814
  133.8 #       216.27184774593178 #       114373.27620948548   # -9.466988673042572 # 216.27184774593178
  133.9 #       215.32514887862752 #       114394.90339426008   # -9.466925523288461 # 215.32514887862752
  134.0 #       214.37845632629868 #       114416.43590914794   # -9.466862650591022 # 214.37845632629868
  134.1 #       213.43177006123958 #       114437.87375478056   # -9.466800054940142 # 213.43177006123958
  134.2 #       212.48509005574556 #       114459.2169317867    # -9.466737736325754 # 212.48509005574556
  134.3 #       211.538416282113   #       114480.46544079226   # -9.466675694737829 # 211.538416282113  
  134.4 #       210.5917487126392  #       114501.61928242048   # -9.46661393016639  # 210.5917487126392 
  134.5 #       209.64508731962258 #       114522.67845729174   # -9.466552442601504 # 209.64508731962258
  134.6 #       208.69843207536243 #       114543.6429660237    # -9.46649123203328  # 208.69843207536243
  134.7 #       207.75178295215912 #       114564.51280923124   # -9.466430298451872 # 207.75178295215912
  134.8 #       206.80513992231394 #       114585.28798752645   # -9.466369641847479 # 206.80513992231394
  134.9 #       205.85850295812918 #       114605.96850151868   # -9.466309262210347 # 205.85850295812918
  135.0 #       204.91187203190813 #       114626.5543518145    # -9.466249159530765 # 204.91187203190813
  135.1 #       203.96524711595507 #       114647.0455390177    # -9.46618933379906  # 203.96524711595507
  135.2 #       203.01862818257516 #       114667.4420637293    # -9.466129785005618 # 203.01862818257516
  135.3 #       202.0720152040746  #       114687.74392654756   # -9.466070513140858 # 202.0720152040746 
  135.4 #       201.1254081527605  #       114707.95112806796   # -9.466011518195248 # 201.1254081527605 
  135.5 #       200.178807000941   #       114728.06366888323   # -9.465952800159302 # 200.178807000941  
  135.6 #       199.23221172092505 #       114748.08154958332   # -9.465894359023574 # 199.23221172092505
  135.7 #       198.2856222850227  #       114768.00477075542   # -9.465836194778664 # 198.2856222850227 
  135.8 #       197.33903866554482 #       114787.83333298392   # -9.465778307415224 # 197.33903866554482
  135.9 #       196.3924608348033  #       114807.56723685047   # -9.46572069692394  # 196.3924608348033 
  136.0 #       195.4458887651109  #       114827.20648293395   # -9.465663363295546 # 195.4458887651109 
  136.1 #       194.49932242878134 #       114846.75107181046   # -9.465606306520822 # 194.49932242878134
  136.2 #       193.55276179812927 #       114866.20100405334   # -9.465549526590598 # 193.55276179812927
  136.3 #       192.6062068454702  #       114885.55628023316   # -9.465493023495739 # 192.6062068454702 
  136.4 #       191.65965754312063 #       114904.8169009177    # -9.465436797227158 # 191.65965754312063
  136.5 #       190.71311386339792 #       114923.98286667201   # -9.465380847775814 # 190.71311386339792
  136.6 #       189.76657577862034 #       114943.05417805836   # -9.46532517513271  # 189.76657577862034
  136.7 #       188.82004326110706 #       114962.03083563622   # -9.465269779288894 # 188.82004326110706
  136.8 #       187.87351628317816 #       114980.91283996233   # -9.465214660235459 # 187.87351628317816
  136.9 #       186.92699481715462 #       114999.70019159064   # -9.46515981796354  # 186.92699481715462
  137.0 #       185.98047883535827 #       115018.39289107236   # -9.46510525246432  # 185.98047883535827
  137.1 #       185.03396831011185 #       115036.9909389559    # -9.465050963729025 # 185.03396831011185
  137.2 #       184.08746321373894 #       115055.49433578692   # -9.464996951748924 # 184.08746321373894
  137.3 #       183.14096351856406 #       115073.9030821083    # -9.464943216515334 # 183.14096351856406
  137.4 #       182.19446919691254 #       115092.21717846015   # -9.464889758019611 # 182.19446919691254
  137.5 #       181.24798022111057 #       115110.43662537985   # -9.464836576253164 # 181.24798022111057
  137.6 #       180.30149656348524 #       115128.56142340196   # -9.46478367120744  # 180.30149656348524
  137.7 #       179.3550181963645  #       115146.59157305831   # -9.464731042873934 # 179.3550181963645 
  137.8 #       178.4085450920771  #       115164.52707487794   # -9.464678691244181 # 178.4085450920771 
  137.9 #       177.4620772229527  #       115182.36792938715   # -9.464626616309767 # 177.4620772229527 
  138.0 #       176.5156145613217  #       115200.11413710944   # -9.464574818062315 # 176.5156145613217 
  138.1 #       175.5691570795155  #       115217.76569856558   # -9.464523296493502 # 175.5691570795155 
  138.2 #       174.62270474986613 #       115235.32261427352   # -9.46447205159504  # 174.62270474986613
  138.3 #       173.67625754470663 #       115252.78488474851   # -9.464421083358689 # 173.67625754470663
  138.4 #       172.72981543637076 #       115270.15251050299   # -9.464370391776256 # 172.72981543637076
  138.5 #       171.78337839719313 #       115287.42549204662   # -9.464319976839597 # 171.78337839719313
  138.6 #       170.83694639950917 #       115304.60382988634   # -9.464269838540597 # 170.83694639950917
  138.7 #       169.89051941565512 #       115321.68752452629   # -9.464219976871203 # 169.89051941565512
  138.8 #       168.944097417968   #       115338.67657646786   # -9.464170391823389 # 168.944097417968  
  138.9 #       167.99768037878567 #       115355.57098620966   # -9.464121083389196 # 167.99768037878567
  139.0 #       167.05126827044674 #       115372.37075424753   # -9.464072051560684 # 167.05126827044674
  139.1 #       166.10486106529066 #       115389.07588107458   # -9.46402329632998  # 166.10486106529066
  139.2 #       165.15845873565766 #       115405.6863671811    # -9.46397481768924  # 165.15845873565766
  139.3 #       164.21206125388875 #       115422.20221305467   # -9.463926615630673 # 164.21206125388875
  139.4 #       163.26566859232568 #       115438.62341918006   # -9.463878690146524 # 163.26566859232568
  139.5 #       162.31928072331104 #       115454.9499860393    # -9.463831041229097 # 162.31928072331104
  139.6 #       161.37289761918814 #       115471.18191411163   # -9.463783668870729 # 161.37289761918814
  139.7 #       160.42651925230106 #       115487.31920387354   # -9.463736573063802 # 160.42651925230106
  139.8 #       159.4801455949947  #       115503.36185579878   # -9.463689753800745 # 159.4801455949947 
  139.9 #       158.53377661961463 #       115519.30987035828   # -9.46364321107403  # 158.53377661961463
  140.0 #       157.58741229850722 #       115535.16324802024   # -9.46359694487618  # 157.58741229850722
  140.1 #       156.6410526040196  #       115550.92198925008   # -9.463550955199755 # 156.6410526040196 
  140.2 #       155.69469750849962 #       115566.58609451048   # -9.463505242037359 # 155.69469750849962
  140.3 #       154.7483469842959  #       115582.15556426132   # -9.463459805381648 # 154.7483469842959 
  140.4 #       153.80200100375774 #       115597.63039895975   # -9.463414645225315 # 153.80200100375774
  140.5 #       152.8556595392352  #       115613.01059906013   # -9.4633697615611   # 152.8556595392352 
  140.6 #       151.9093225630791  #       115628.29616501405   # -9.46332515438179  # 151.9093225630791 
  140.7 #       150.96299004764091 #       115643.48709727036   # -9.46328082368021  # 150.96299004764091
  140.8 #       150.0166619652729  #       115658.58339627513   # -9.46323676944924  # 150.0166619652729 
  140.9 #       149.07033828832797 #       115673.58506247165   # -9.463192991681796 # 149.07033828832797
  141.0 #       148.1240189891598  #       115688.49209630048   # -9.463149490370837 # 148.1240189891598 
  141.1 #       147.1777040401227  #       115703.3044981994    # -9.463106265509374 # 147.1777040401227 
  141.2 #       146.23139341357177 #       115718.02226860341   # -9.463063317090455 # 146.23139341357177
  141.3 #       145.2850870818627  #       115732.64540794477   # -9.463020645107182 # 145.2850870818627 
  141.4 #       144.338785017352   #       115747.17391665296   # -9.462978249552691 # 144.338785017352  
  141.5 #       143.39248719239671 #       115761.60779515469   # -9.46293613042017  # 143.39248719239671
  141.6 #       142.44619357935468 #       115775.94704387394   # -9.462894287702843 # 142.44619357935468
  141.7 #       141.4999041505844  #       115790.19166323188   # -9.462852721393995 # 141.4999041505844 
  141.8 #       140.553618878445   #       115804.34165364693   # -9.462811431486932 # 140.553618878445  
  141.9 #       139.6073377352963  #       115818.39701553478   # -9.462770417975024 # 139.6073377352963 
  142.0 #       138.6610606934988  #       115832.35774930831   # -9.462729680851675 # 138.6610606934988 
